Id,BIRTHDATE,DEATHDATE,SSN,DRIVERS,PASSPORT,PREFIX,FIRST,MIDDLE,LAST,SUFFIX,MAIDEN,MARITAL,RACE,ETHNICITY,GENDER,BIRTHPLACE,ADDRESS,CITY,STATE,COUNTY,FIPS,ZIP,LAT,LON,HEALTHCARE_EXPENSES,HEALTHCARE_COVERAGE,INCOME
c2da0540-128b-04a0-7b17-9d27f34bef51,1942-05-09,,999-11-8152,S99911665,X53180554X,Mr.,Lavern240,,Murray856,,,D,native,nonhispanic,M,Boston  Massachusetts  US,639 Little Trail,Salem,Massachusetts,Essex County,25009,01907,42.4841864525096,-70.89574201077275,779016.01,779526.21,98791
ed95ae2c-f0b7-368c-1db0-7bdd7a030b3a,1992-07-17,,999-29-5749,S99933981,X17266882X,Mr.,Edward499,Lonny638,Quitzon246,,,S,white,nonhispanic,M,Reading  Massachusetts  US,476 Goldner Frontage road,Methuen,Massachusetts,Essex County,25009,01844,42.70324492134406,-71.19342911622083,114257.60,74509.28,27458
5a44f454-b314-7ea9-38cc-af58aec82afd,2023-12-25,,999-89-7388,,,,Hortense60,Janel230,Friesen796,,,,white,nonhispanic,F,Worcester  Massachusetts  US,189 Legros Ville,Boston,Massachusetts,Suffolk County,25025,02108,42.36649903180645,-71.02747183413351,4219.34,0.00,41072
6c3a9b4f-9fd9-01f7-418d-ac26c80fcf93,1994-12-31,,999-86-6218,S99963236,X41382845X,Mrs.,Kasey569,Susan422,Fadel536,,Waters156,M,white,nonhispanic,F,North Reading  Massachusetts  US,491 Wiegand Haven,Boston,Massachusetts,Suffolk County,25025,02116,42.32068820314211,-71.06716098612013,120519.26,314525.57,42800
bf2dccf2-2881-0014-880c-5ead2aa0db7a,1994-05-03,,999-77-4914,S99979874,X5897736X,Mrs.,Winifred736,,Lubowitz58,,Bruen238,M,white,nonhispanic,F,Salem  Massachusetts  US,490 Willms Manor,Somerville,Massachusetts,Middlesex County,25017,02144,42.37965260446121,-71.1421491352537,125539.86,235758.59,141262
c242247c-606b-c31f-2f9a-24292424bdf2,2019-11-17,,999-46-3018,,,,Teodoro374,Lamar193,Goodwin327,,,,white,nonhispanic,M,Danvers  Massachusetts  US,873 Price Bridge,Lawrence,Massachusetts,Essex County,25009,01841,42.65871158485436,-71.1366455945341,11040.71,0.00,36681
94eee837-11f5-e5c3-375c-a9cbdf142d93,1962-05-20,2000-05-12,999-46-8940,S99970428,X72116928X,Mr.,Maxwell782,Kennith515,Carroll471,,,M,white,nonhispanic,M,Boston  Massachusetts  US,314 Stracke Harbor Unit 42,Barnstable,Massachusetts,Barnstable County,25001,02673,41.64372368795209,-70.3599330138114,160563.38,86612.03,42761
cfc40ec8-a833-bc50-fb63-670a07b24f1f,1995-11-27,,999-70-6955,S99957409,X12283717X,Mr.,Jere230,,Hirthe744,,,M,white,nonhispanic,M,Cambridge  Massachusetts  US,879 Towne Fort,Boston,Massachusetts,Suffolk County,25025,02210,42.39413367464668,-71.01910302156887,61683.58,95704.51,116506
9b41308b-1dc4-6e03-c11e-8d0e7bb55cd6,2012-06-14,,999-25-4370,,,,Genny123,Ollie731,Carter549,,,,black,nonhispanic,F,Cochituate  Massachusetts  US,221 Eichmann Lodge Unit 90,Boston,Massachusetts,Suffolk County,25025,02128,42.28334683537363,-71.1307242680666,32567.66,2879.68,47599
6294053e-da84-702d-4456-f34524d6813b,2012-09-28,,999-86-8045,,,,Saturnina961,Chantal971,Monahan736,,,,white,nonhispanic,F,Acton  Massachusetts  US,605 Hoppe Green,Marlborough,Massachusetts,Middlesex County,25017,01752,42.32285894899707,-71.52181352564139,4140.84,50572.71,15043
babc54fc-b614-0d38-4f67-b561d7e30fef,1985-06-14,,999-85-3111,S99997737,X69529559X,Mrs.,Marta91,Débora815,Orta736,,Acuña179,M,black,hispanic,F,Juarez  Chihuahua  MX,480 Beatty Stravenue,Milford,Massachusetts,Worcester County,25027,01757,42.151356107908114,-71.51987930847868,304731.63,496540.14,61943
a7027663-636a-f19d-ee80-5f489fc3f852,1962-05-20,,999-30-3928,S99944903,X86189001X,Mr.,Porfirio146,Lucien408,Bernier607,,,W,white,nonhispanic,M,Wilmington  Massachusetts  US,747 Rutherford Road,Barnstable,Massachusetts,Barnstable County,25001,02655,41.711571889897776,-70.26110487467125,178942.52,338361.63,42761
a70565e6-2fb6-c62e-b9dc-60db62ff521f,2010-08-27,,999-42-8803,,,,César846,Gilberto712,Osorio731,,,,white,hispanic,M,Buenos Aires  Ciudad de Buenos Aires  AR,296 Davis Port,Leominster,Massachusetts,Worcester County,25027,01420,42.597921091328615,-71.85677127937873,3250.00,139991.68,16656
e2c958a0-0526-1e9e-ce57-04576a4acd94,2011-04-26,,999-82-4446,,,,Jacobo456,Benjamín452,Berríos934,,,,white,hispanic,M,Ponce  Puerto Rico  PR,174 Stamm Gateway,Shrewsbury,Massachusetts,Worcester County,,00000,42.284310122495484,-71.74179093010733,40531.96,67634.97,26587
e53a7cc3-a013-d40d-028f-7b87e7837f21,1943-02-08,2023-01-18,999-80-8027,S99985770,X42087743X,Mrs.,Eva64,Kyung736,Yost751,,Schmitt836,D,black,nonhispanic,F,Ashburnham  Massachusetts  US,221 Mayert Underpass Suite 35,Hanover,Massachusetts,Plymouth County,,00000,42.10691417493061,-70.86869476109811,67993.13,1732002.49,834118
7e3edb32-9c04-6cd2-beb3-125042e22d1f,1992-01-09,,999-71-1320,S99935977,X64589341X,Mrs.,Calandra120,Vida128,Kiehn525,,Corwin846,M,white,nonhispanic,F,Lawrence  Massachusetts  US,791 Franecki Trailer,Northborough,Massachusetts,Worcester County,25027,01532,42.28104428976535,-71.65684824280036,175321.23,401890.17,131929
aded09ba-1f4f-856b-4880-b1611ca5fb9f,1943-02-08,,999-23-2481,S99958228,X9478630X,Mrs.,Suzann567,Cheri871,Steuber698,,Schmidt332,W,black,nonhispanic,F,Middleborough  Massachusetts  US,512 Shields Lock Apt 39,Hanover,Massachusetts,Plymouth County,,00000,42.14139101158791,-70.80924852110091,370529.34,1041106.94,834118
85f833d7-8a9e-2c5c-9d99-583b7512598b,1949-05-30,2023-01-30,999-10-8874,S99991344,X37419430X,Mrs.,Savannah232,Margit604,Abshire638,,Ruecker817,M,white,nonhispanic,F,Everett  Massachusetts  US,609 Stiedemann Track Apt 40,Southbridge,Massachusetts,Worcester County,25027,01550,42.02962674322362,-72.07872556620109,910728.72,485347.58,68379
1571e67a-f9ee-3f8d-a409-a85bce10a7fd,1974-05-25,,999-62-1912,S99970650,X61748003X,Mr.,Cornelius968,Arden380,Huel628,,,D,white,nonhispanic,M,North Scituate  Massachusetts  US,889 Torphy Flat Unit 59,Brookline,Massachusetts,Norfolk County,25025,02215,42.32115383420078,-71.12541735202926,104125.40,21768.66,58157
5090456c-1fd2-5190-0084-42e9f358268c,1980-06-20,,999-93-8024,S99929698,X53044067X,Mrs.,Rebbecca977,Violeta106,Olson653,,Wunsch504,M,native,nonhispanic,F,Southbridge  Massachusetts  US,353 Witting Meadow Unit 12,Fitchburg,Massachusetts,Worcester County,25027,01420,42.602869874626364,-71.85310634916144,278622.41,793785.38,132065
65c9521d-f1c5-cd67-5fc3-c973d700d5d8,1979-02-21,,999-27-5065,S99954083,X56449930X,Mrs.,Tomika243,Teressa589,Schamberger479,,Greenfelder433,M,asian,nonhispanic,F,Mendon  Massachusetts  US,857 Mosciski Skyway,Randolph,Massachusetts,Norfolk County,25021,02368,42.22513981512027,-71.04001581400873,298530.03,294189.45,71186
6f29e432-5d2a-4265-28fe-f18518a57444,1947-05-08,,999-41-1018,S99975225,X83074472X,Mr.,Antonio44,Cameron381,Von197,,,M,black,hispanic,M,Peru  Massachusetts  US,103 Maggio Mall Suite 73,Boston,Massachusetts,Suffolk County,25025,02128,42.40921860233867,-71.11461331105468,1182160.71,315475.75,223
db7d5300-3fa7-0c1d-76a3-451b2a7f4d08,2022-09-01,,999-29-1339,,,,Leo278,Maurice742,Sawayn19,,,,white,nonhispanic,M,North Seekonk  Massachusetts  US,757 Swaniawski Road,Pittsfield,Massachusetts,Berkshire County,25003,01201,42.480124311710306,-73.22732340816285,310.05,6777.52,34929
835c25f1-797f-175d-0f26-01c8b2ee7c31,1971-02-18,,999-93-9611,S99913684,X85619127X,Mr.,Walton167,,Gottlieb798,,,M,white,nonhispanic,M,Westport  Massachusetts  US,881 Gutkowski Skyway Unit 33,Salem,Massachusetts,Essex County,25009,01970,42.42965797305636,-70.91790080298995,10013.59,313007.48,8969
b8db284c-762f-091e-0151-7635ab4c3904,1993-03-10,,999-36-3895,S99916524,X59978217X,Mr.,Huey641,Agustin437,Reynolds644,,,M,white,nonhispanic,M,Pepperell  Massachusetts  US,905 Crist Well Unit 15,Peabody,Massachusetts,Essex County,25009,01940,42.50455434908045,-70.99298579044363,72826.84,4344.94,44184
423e5967-ed95-957a-e5ac-62214568e764,1971-07-05,2014-02-06,999-36-1471,S99973475,X47350587X,Mrs.,Carmelita854,Melissia267,Langworth352,,Kreiger457,M,white,nonhispanic,F,Chicopee  Massachusetts  US,879 Zulauf Parade,Boston,Massachusetts,Suffolk County,25025,02199,42.3195382387173,-71.09338215269256,170355.64,827742.52,180179
58d8dbb2-d3e2-1052-0507-a58ce50093df,1949-05-30,2020-12-26,999-74-4974,S99997080,X85111362X,Mrs.,Debbi640,Mavis612,Hyatt152,,Schneider199,D,white,nonhispanic,F,Boston  Massachusetts  US,340 Rutherford Arcade Suite 97,Southbridge,Massachusetts,Worcester County,25027,01550,42.03813341449641,-72.04421547033283,1276199.99,897482.05,68379
a589a9fd-70ea-43da-3bc8-33e4d7e4263f,1973-05-28,,999-83-3899,S99916141,X32313914X,Mr.,Oliver401,Antony83,Predovic534,,,D,white,nonhispanic,M,Douglas  Massachusetts  US,298 Purdy Ranch,Sandwich,Massachusetts,Barnstable County,25001,02563,41.746249913837595,-70.462231811666,152981.29,57746.16,58891
59b518b9-02dc-5191-ac61-5b798f85258c,1971-07-05,,999-82-7497,S99977736,X20826305X,Mrs.,Karlene380,Domenica436,Fay398,,Nienow652,M,white,nonhispanic,F,Salem  Massachusetts  US,723 Huel Run,Boston,Massachusetts,Suffolk County,25025,02134,42.33468062538316,-71.17550998757321,218558.66,992844.66,180179
41583293-0dc1-b301-e50b-da6ccbc861e7,1919-08-23,,999-95-2906,S99955901,X24207196X,Mrs.,Perla570,Narcisa997,Hackett68,,Ruecker817,M,black,nonhispanic,F,Mansfield  Massachusetts  US,198 Hane Junction,West Wareham,Massachusetts,Plymouth County,25023,02576,41.8166335969368,-70.7371604748194,25157.09,1564385.93,6986
9927b587-0b1f-d116-2a63-b0fa10e90e78,1941-07-20,2022-11-23,999-36-2588,S99972644,X54506011X,Mr.,Lacy523,Jordan900,Schneider199,,,M,white,nonhispanic,M,Norton  Massachusetts  US,261 Kassulke Ferry,Boston,Massachusetts,Suffolk County,25025,02122,42.39657524387002,-71.09753666679687,454532.45,1005448.60,59660
d8c8f74c-c8d5-cb73-16fb-4a1707a76e32,1949-05-30,,999-30-5337,S99984055,X11043261X,Mrs.,Rebbecca977,Sang383,Klein929,,Homenick806,M,white,nonhispanic,F,Worcester  Massachusetts  US,721 Cronin Rue Unit 32,Southbridge,Massachusetts,Worcester County,25027,01550,42.069021189772435,-72.05369330852324,1263388.79,224882.99,68379
aac6d79c-9ca0-610c-37ca-983c410071d9,1941-07-20,2020-11-29,999-55-5431,S99976480,X59418526X,Mr.,Donny470,Dewitt635,Ankunding277,,,M,white,nonhispanic,M,Bellingham  Massachusetts  US,366 Oberbrunner Mill Apt 38,Boston,Massachusetts,Suffolk County,25025,02118,42.26852049722176,-71.13733668274409,746658.61,946117.82,59660
7f099503-de5a-7861-34cc-9c26226513aa,1941-07-20,,999-30-2801,S99937644,X16269177X,Mr.,Jed345,Brant303,Jaskolski867,,,D,white,nonhispanic,M,Fall River  Massachusetts  US,905 Cruickshank Landing Suite 10,Boston,Massachusetts,Suffolk County,25025,02118,42.31684148928587,-71.06154196586314,249866.61,133339.08,59660
